Ticker,Name,Sector,Industry,FIGI
OFLX UQ Equity,Omega Flex Inc,Industrials,Machinery,BBG000QSGJ64
WTM UN Equity,White Mountains Insurance Group Ltd,Financials,Insurance,BBG000G7QSB4
CORE UW Equity,Core-Mark Holding Co Inc,Consumer Discretionary,Distributors,BBG000QT3NR4
TDS UN Equity,Telephone & Data Systems Inc,Communication Services,Wireless Telecommunication Ser,BBG000BV0X96
AEO UN Equity,American Eagle Outfitters Inc,Consumer Discretionary,Specialty Retail,BBG000BGY0Z5
ARD UN Equity,Ardagh Group SA,Materials,Containers & Packaging,BBG00FBDK2C5
NXST UW Equity,Nexstar Media Group Inc,Communication Services,Media,BBG000DZK4M2
CTRN UW Equity,Citi Trends Inc,Consumer Discretionary,Specialty Retail,BBG000BRM5Q3
EXC UW Equity,Exelon Corp,Utilities,Electric Utilities,BBG000J6Y864
HSC UN Equity,Harsco Corp,Industrials,Commercial Services & Supplies,BBG000BLH582
AM UN Equity,Antero Midstream Corp,Energy,"Oil, Gas & Consumable Fuels",BBG00GBNZ4R5
DBI UN Equity,Designer Brands Inc,Consumer Discretionary,Specialty Retail,BBG000CF95Q3
LBRT UN Equity,Liberty Oilfield Services Inc,Energy,Energy Equipment & Services,BBG00GK839L8
TFSL UW Equity,TFS Financial Corp,Financials,Thrifts & Mortgage Finance,BBG000F7H3L9
PD UN Equity,PagerDuty Inc,Information Technology,Software,BBG00NRY4DR3
CLGX UN Equity,CoreLogic Inc/United States,Information Technology,IT Services,BBG000C2H501
MYGN UW Equity,Myriad Genetics Inc,Health Care,Biotechnology,BBG000D9HMX2
CRNC UW Equity,Cerence Inc,Information Technology,Software,BBG00Q38SPY8
AVLR UN Equity,Avalara Inc,Information Technology,Software,BBG00KX4TFR6
DEA UN Equity,Easterly Government Properties Inc,Real Estate,Equity Real Estate Investment,BBG007SV9201
WTR UN Equity,Aqua America Inc,Utilities,Water Utilities,BBG000BRMLK4
FCN UN Equity,FTI Consulting Inc,Industrials,Professional Services,BBG000K88MW7
UDR UN Equity,UDR Inc,Real Estate,Equity Real Estate Investment,BBG000C412D7
EGLE UW Equity,Eagle Bulk Shipping Inc,Industrials,Marine,BBG000FWJ2T6
URGN UQ Equity,UroGen Pharma Ltd,Health Care,Biotechnology,BBG00GFCC9J8
ADES UQ Equity,Advanced Emissions Solutions Inc,Materials,Chemicals,BBG000JFPT22
SWAV UW Equity,Shockwave Medical Inc,Health Care,Health Care Equipment & Suppli,BBG00N9SJXR6
SD UN Equity,SandRidge Energy Inc,Energy,"Oil, Gas & Consumable Fuels",BBG000RKR5X8
LAMR UW Equity,Lamar Advertising Co,Real Estate,Equity Real Estate Investment,BBG000FGQ2L1
SLG UN Equity,SL Green Realty Corp,Real Estate,Equity Real Estate Investment,BBG000BVP7C2
HUN UN Equity,Huntsman Corp,Materials,Chemicals,BBG000NS28G5
AX UN Equity,Axos Financial Inc,Financials,Thrifts & Mortgage Finance,BBG000QPHF03
UFS UN Equity,Domtar Corp,Materials,Paper & Forest Products,BBG000BHFK17
WSM UN Equity,Williams-Sonoma Inc,Consumer Discretionary,Specialty Retail,BBG000FSMZ72
ARES UN Equity,Ares Management Corp,Financials,Capital Markets,BBG0068KVVG3
LITE UW Equity,Lumentum Holdings Inc,Information Technology,Communications Equipment,BBG0073F9SD2
STLD UW Equity,Steel Dynamics Inc,Materials,Metals & Mining,BBG000HH03N1
VAPO UN Equity,Vapotherm Inc,Health Care,Health Care Equipment & Suppli,BBG00M9BK0M0
AROC UN Equity,Archrock Inc,Energy,Energy Equipment & Services,BBG000RWH3S4
NMIH UQ Equity,NMI Holdings Inc,Financials,Thrifts & Mortgage Finance,BBG005DLMN57
OSK UN Equity,Oshkosh Corp,Industrials,Machinery,BBG000CC67K5
JAZZ UW Equity,Jazz Pharmaceuticals PLC,Health Care,Pharmaceuticals,BBG000G9DVF3
AGR UN Equity,Avangrid Inc,Utilities,Electric Utilities,BBG00B8NWRT0
STAR UN Equity,iStar Inc,Real Estate,Equity Real Estate Investment,BBG000H35M64
BRO UN Equity,Brown & Brown Inc,Financials,Insurance,BBG000BWSJ77
GPMT UN Equity,Granite Point Mortgage Trust Inc,Financials,Mortgage Real Estate Investmen,BBG00GSR1BK6
CARS UN Equity,Cars.com Inc,Communication Services,Interactive Media & Services,BBG00F5RGH88
VKTX UR Equity,Viking Therapeutics Inc,Health Care,Biotechnology,BBG006RB1XX2
ATRC UQ Equity,AtriCure Inc,Health Care,Health Care Equipment & Suppli,BBG000BL6FK8
OI UN Equity,O-I Glass Inc,Materials,Containers & Packaging,BBG00R40T593
BOX UN Equity,Box Inc,Information Technology,Software,BBG0067SDZN0
PRDO UW Equity,Perdoceo Education Corp,Consumer Discretionary,Diversified Consumer Services,BBG000BDD183
HBI UN Equity,Hanesbrands Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",BBG000D2ZX90
BR UN Equity,Broadridge Financial Solutions Inc,Information Technology,IT Services,BBG000PPFN90
HRC UN Equity,Hill-Rom Holdings Inc,Health Care,Health Care Equipment & Suppli,BBG000BKWFZ5
RDN UN Equity,Radian Group Inc,Financials,Thrifts & Mortgage Finance,BBG000BMWXG3
CHS UN Equity,Chico's FAS Inc,Consumer Discretionary,Specialty Retail,BBG000BLVD16
CYH UN Equity,Community Health Systems Inc,Health Care,Health Care Providers & Servic,BBG000BDY5N4
MNRL UN Equity,Brigham Minerals Inc,Energy,"Oil, Gas & Consumable Fuels",BBG00NNGLW59
ROLL UW Equity,RBC Bearings Inc,Industrials,Machinery,BBG000GMGZB6
EAF UN Equity,GrafTech International Ltd,Industrials,Electrical Equipment,BBG00KDYT8H9
DT UN Equity,Dynatrace Inc,Information Technology,Software,BBG00PNN7C86
HOOK UW Equity,Hookipa Pharma Inc,Health Care,Biotechnology,BBG00NPWLBK1
GPRE UW Equity,Green Plains Inc,Energy,"Oil, Gas & Consumable Fuels",BBG000KYRC06
MPX UN Equity,Marine Products Corp,Consumer Discretionary,Leisure Products,BBG000BC0CQ5
DENN UR Equity,Denny's Corp,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000BC0G77
GNLN UQ Equity,Greenlane Holdings Inc,Consumer Discretionary,Distributors,BBG00NNQJP00
VNDA UQ Equity,Vanda Pharmaceuticals Inc,Health Care,Biotechnology,BBG000HT5S55
STOR UN Equity,STORE Capital Corp,Real Estate,Equity Real Estate Investment,BBG00728RYW5
INGN UW Equity,Inogen Inc,Health Care,Health Care Equipment & Suppli,BBG005NDSRK2
VSTO UN Equity,Vista Outdoor Inc,Consumer Discretionary,Leisure Products,BBG006F8QZQ8
SRCI UA Equity,SRC Energy Inc,Energy,"Oil, Gas & Consumable Fuels",BBG000BC0M38
USCR UW Equity,US Concrete Inc,Materials,Construction Materials,BBG0017B18X0
ISBC UW Equity,Investors Bancorp Inc,Financials,Banks,BBG000FRQ7H1
WSBF UW Equity,Waterstone Financial Inc,Financials,Thrifts & Mortgage Finance,BBG000FS1BM1
ILPT UW Equity,Industrial Logistics Properties Trust,Real Estate,Equity Real Estate Investment,BBG00JBBPSH4
ULTA UW Equity,Ulta Beauty Inc,Consumer Discretionary,Specialty Retail,BBG00FWQ4VY3
LPG UN Equity,Dorian LPG Ltd,Energy,"Oil, Gas & Consumable Fuels",BBG006476H75
ADNT UN Equity,Adient PLC,Consumer Discretionary,Auto Components,BBG00BL29G48
SBOW UN Equity,SilverBow Resources Inc,Energy,"Oil, Gas & Consumable Fuels",BBG00CTNNZ71
KREF UN Equity,KKR Real Estate Finance Trust Inc,Financials,Mortgage Real Estate Investmen,BBG00GD4L1L2
MUSA UN Equity,Murphy USA Inc,Consumer Discretionary,Specialty Retail,BBG004YZZZ28
FN UN Equity,Fabrinet,Information Technology,"Electronic Equipment, Instrume",BBG000HBFT97
TPB UN Equity,Turning Point Brands Inc,Consumer Staples,Tobacco,BBG00BDCXBX7
BL UW Equity,Blackline Inc,Information Technology,Software,BBG00DYBZQ30
TCRR UW Equity,TCR2 Therapeutics Inc,Health Care,Biotechnology,BBG00MYXWGH2
UMH UN Equity,UMH Properties Inc,Real Estate,Equity Real Estate Investment,BBG000D6MSZ7
NCBS UR Equity,Nicolet Bankshares Inc,Financials,Banks,BBG004HFS6G8
EYE UW Equity,National Vision Holdings Inc,Consumer Discretionary,Specialty Retail,BBG00HVQFBV5
ACCO UN Equity,ACCO Brands Corp,Industrials,Commercial Services & Supplies,BBG000J06ND7
NBL UW Equity,Noble Energy Inc,Energy,"Oil, Gas & Consumable Fuels",BBG000BPT928
LE UR Equity,Lands' End Inc,Consumer Discretionary,Internet & Direct Marketing Re,BBG005P337S5
CARG UW Equity,Cargurus Inc,Communication Services,Interactive Media & Services,BBG00HQ77GD1
GRUB UN Equity,Grubhub Inc,Consumer Discretionary,Internet & Direct Marketing Re,BBG0063BKR33
KIDS UQ Equity,OrthoPediatrics Corp,Health Care,Health Care Equipment & Suppli,BBG00HFFRWB0
AOS UN Equity,AO Smith Corp,Industrials,Building Products,BBG000BC1MP3
BKD UN Equity,Brookdale Senior Living Inc,Health Care,Health Care Providers & Servic,BBG000J4L4J8
FF UN Equity,FutureFuel Corp,Materials,Chemicals,BBG000GDSNM8
NVEE UR Equity,NV5 Global Inc,Industrials,Construction & Engineering,BBG005BT6194
SSP UW Equity,EW Scripps Co/The,Communication Services,Media,BBG000C79YF0
MRTX UW Equity,Mirati Therapeutics Inc,Health Care,Biotechnology,BBG004TPGC82
AMC UN Equity,AMC Entertainment Holdings Inc,Communication Services,Entertainment,BBG000TDCWW0
SONA UQ Equity,Southern National Bancorp of Virginia In,Financials,Banks,BBG000JQ4747
OPRT UW Equity,Oportun Financial Corp,Financials,Consumer Finance,BBG00PQGX2P2
AGS UN Equity,PlayAGS Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG00JKZPFY0
SLDB UW Equity,Solid Biosciences Inc,Health Care,Biotechnology,BBG00JN4KQS4
FMBH UQ Equity,First Mid Bancshares Inc,Financials,Banks,BBG000BD90N3
PGRE UN Equity,Paramount Group Inc,Real Estate,Equity Real Estate Investment,BBG0071N8WL0
HEES UW Equity,H&E Equipment Services Inc,Industrials,Trading Companies & Distributo,BBG000K1ZZY1
PLSE UR Equity,Pulse Biosciences Inc,Health Care,Health Care Equipment & Suppli,BBG00BRBHWJ2
INFN UW Equity,Infinera Corp,Information Technology,Communications Equipment,BBG000R1CQ60
ELY UN Equity,Callaway Golf Co,Consumer Discretionary,Leisure Products,BBG000CPCY75
AKCA UW Equity,Akcea Therapeutics Inc,Health Care,Biotechnology,BBG00GBJ6JB0
GFN UQ Equity,General Finance Corp,Industrials,Trading Companies & Distributo,BBG000NGFV76
NTGN UW Equity,Neon Therapeutics Inc,Health Care,Biotechnology,BBG00L2LHKK9
BPMC UW Equity,Blueprint Medicines Corp,Health Care,Biotechnology,BBG008D08M37
LOVE UQ Equity,Lovesac Co/The,Consumer Discretionary,Household Durables,BBG00KP7QT28
TDG UN Equity,TransDigm Group Inc,Industrials,Aerospace & Defense,BBG000L8DFM6
CBOE UF Equity,Cboe Global Markets Inc,Financials,Capital Markets,BBG000QH5F31
KLXE UW Equity,KLX Energy Services Holdings Inc,Energy,Energy Equipment & Services,BBG00L2RPKP2
NGM UW Equity,NGM Biopharmaceuticals Inc,Health Care,Pharmaceuticals,BBG00M4RH525
SILK UQ Equity,Silk Road Medical Inc,Health Care,Health Care Equipment & Suppli,BBG00NJ225M6
AGX UN Equity,Argan Inc,Industrials,Construction & Engineering,BBG000K4K6V8
PRNB UW Equity,Principia Biopharma Inc,Health Care,Biotechnology,BBG00LQM9G47
UEC UA Equity,Uranium Energy Corp,Energy,"Oil, Gas & Consumable Fuels",BBG000LCK499
YELP UN Equity,Yelp Inc,Communication Services,Interactive Media & Services,BBG0028BGPW4
SPKE UW Equity,Spark Energy Inc,Utilities,Electric Utilities,BBG006KZRLF4
GES UN Equity,Guess? Inc,Consumer Discretionary,Specialty Retail,BBG000BC29D4
RH UN Equity,RH,Consumer Discretionary,Specialty Retail,BBG002293PN9
CERC UR Equity,Cerecor Inc,Health Care,Pharmaceuticals,BBG009DMDZZ7
KRUS UQ Equity,Kura Sushi USA Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG00PNFJCZ0
INST UN Equity,Instructure Inc,Information Technology,Software,BBG00B63TYC3
CORR UN Equity,CorEnergy Infrastructure Trust Inc,Real Estate,Equity Real Estate Investment,BBG000CN82Z4
PSN UN Equity,Parsons Corp,Industrials,Aerospace & Defense,BBG00NWC5J00
CDK UW Equity,CDK Global Inc,Information Technology,Software,BBG006B6PW84
MWA UN Equity,Mueller Water Products Inc,Industrials,Machinery,BBG000JBCDZ4
CKPT UR Equity,Checkpoint Therapeutics Inc,Health Care,Biotechnology,BBG00F5TPXP0
BPR UW Equity,Brookfield Property REIT Inc,Real Estate,Equity Real Estate Investment,BBG00LV5DDH6
COWN UW Equity,Cowen Inc,Financials,Capital Markets,BBG000ND24Y7
ARCH UN Equity,Arch Coal Inc,Energy,"Oil, Gas & Consumable Fuels",BBG00DZB5DC1
ADSW UN Equity,Advanced Disposal Services Inc,Industrials,Commercial Services & Supplies,BBG009TJ1309
BRP UW Equity,BRP Group Inc,Financials,Insurance,BBG00QDCHFR0
MGY UN Equity,Magnolia Oil & Gas Corp,Energy,"Oil, Gas & Consumable Fuels",BBG00H0M0J10
LOGC UQ Equity,LogicBio Therapeutics Inc,Health Care,Biotechnology,BBG00M3HZTC5
GTLS UW Equity,Chart Industries Inc,Industrials,Machinery,BBG000P1KHD5
LEAF UN Equity,Leaf Group Ltd,Consumer Discretionary,Internet & Direct Marketing Re,BBG0018BVG40
FIVE UW Equity,Five Below Inc,Consumer Discretionary,Specialty Retail,BBG002WLHWX8
INWK UW Equity,InnerWorkings Inc,Industrials,Professional Services,BBG000PG8GB0
KRG UN Equity,Kite Realty Group Trust,Real Estate,Equity Real Estate Investment,BBG000BC2MV5
IESC UQ Equity,IES Holdings Inc,Industrials,Construction & Engineering,BBG000PHV6M2
JAX UN Equity,J Alexander's Holdings Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG007FJZFK2
FOLD UQ Equity,Amicus Therapeutics Inc,Health Care,Biotechnology,BBG000PLF8M7
FTNT UW Equity,Fortinet Inc,Information Technology,Software,BBG000BCMNX9
AYR UN Equity,Aircastle Ltd,Industrials,Trading Companies & Distributo,BBG000KZCMN2
AMEH UR Equity,Apollo Medical Holdings Inc,Health Care,Health Care Providers & Servic,BBG000H80TH1
DEI UN Equity,Douglas Emmett Inc,Real Estate,Equity Real Estate Investment,BBG000PN1TY9
FATE UQ Equity,Fate Therapeutics Inc,Health Care,Biotechnology,BBG00561DM24
DOX UW Equity,Amdocs Ltd,Information Technology,IT Services,BBG000C3N682
NCLH UN Equity,Norwegian Cruise Line Holdings Ltd,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG001WVB2M2
SPR UN Equity,Spirit AeroSystems Holdings Inc,Industrials,Aerospace & Defense,BBG000PRJ591
BDSI UW Equity,BioDelivery Sciences International Inc,Health Care,Pharmaceuticals,BBG000KLB4M5
RCUS UN Equity,Arcus Biosciences Inc,Health Care,Biotechnology,BBG00K2T8C13
CSFL UW Equity,CenterState Bank Corp,Financials,Banks,BBG000BC2S97
PEN UN Equity,Penumbra Inc,Health Care,Health Care Equipment & Suppli,BBG009SYFXC3
IPHS UW Equity,Innophos Holdings Inc,Materials,Chemicals,BBG000BHQCF8
WLDN UQ Equity,Willdan Group Inc,Industrials,Professional Services,BBG000Q1CNR5
HA UW Equity,Hawaiian Holdings Inc,Industrials,Airlines,BBG000BC4BP4
III UQ Equity,Information Services Group Inc,Information Technology,IT Services,BBG000Q21BH2
OSW UR Equity,OneSpaWorld Holdings Ltd,Consumer Discretionary,Diversified Consumer Services,BBG00MRGVSG3
ZAGG UW Equity,ZAGG Inc,Consumer Discretionary,Household Durables,BBG000DRBT27
CELC UR Equity,Celcuity Inc,Health Care,Biotechnology,BBG00HKBW0Q1
CLNE UW Equity,Clean Energy Fuels Corp,Energy,"Oil, Gas & Consumable Fuels",BBG000J5JNM2
OMER UQ Equity,Omeros Corp,Health Care,Pharmaceuticals,BBG000JLP6X5
OC UN Equity,Owens Corning,Industrials,Building Products,BBG000M44Y70
LLNW UW Equity,Limelight Networks Inc,Information Technology,IT Services,BBG000P648N1
RNET UW Equity,RigNet Inc,Energy,Energy Equipment & Services,BBG00171SC46
AIMC UW Equity,Altra Industrial Motion Corp,Industrials,Machinery,BBG000Q26VL8
YUMC UN Equity,Yum China Holdings Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG00B8N0HM4
GEN UN Equity,Genesis Healthcare Inc,Health Care,Health Care Providers & Servic,BBG000Q4FZT7
NCMI UW Equity,National CineMedia Inc,Communication Services,Media,BBG000Q5VNP7
CBMG UW Equity,Cellular Biomedicine Group Inc,Health Care,Biotechnology,BBG000P1XSV7
ARNC UN Equity,Arconic Inc,Industrials,Aerospace & Defense,BBG00DYNJGM3
DHX UN Equity,DHI Group Inc,Communication Services,Interactive Media & Services,BBG000Q9Y3G0
RUN UW Equity,Sunrun Inc,Industrials,Electrical Equipment,BBG009HT4X01
WLH UN Equity,William Lyon Homes,Consumer Discretionary,Household Durables,BBG003QD7829
COOP UR Equity,Mr Cooper Group Inc,Financials,Thrifts & Mortgage Finance,BBG002V098S3
PANW UN Equity,Palo Alto Networks Inc,Information Technology,Software,BBG002VZ5C47
ATHX UR Equity,Athersys Inc,Health Care,Biotechnology,BBG000QBZH91
CSX UW Equity,CSX Corp,Industrials,Road & Rail,BBG000BGK1N1
CZR UW Equity,Caesars Entertainment Corp,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG0017T99X1
TEUM UR Equity,Pareteum Corp,Communication Services,Diversified Telecommunication,BBG000CN9FT1
VG UW Equity,Vonage Holdings Corp,Communication Services,Diversified Telecommunication,BBG000BRBKG3
TRN UN Equity,Trinity Industries Inc,Industrials,Machinery,BBG000BVL406
UFI UN Equity,Unifi Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",BBG000C48VG3
SBH UN Equity,Sally Beauty Holdings Inc,Consumer Discretionary,Specialty Retail,BBG000LR8873
ESRT UN Equity,Empire State Realty Trust Inc,Real Estate,Equity Real Estate Investment,BBG002N8HPF2
BURL UN Equity,Burlington Stores Inc,Consumer Discretionary,Specialty Retail,BBG004S641T9
RMAX UN Equity,RE/MAX Holdings Inc,Real Estate,Real Estate Management & Devel,BBG005544P22
GRBK UR Equity,Green Brick Partners Inc,Consumer Discretionary,Household Durables,BBG000QGYLR2
MNSB UR Equity,MainStreet Bancshares Inc,Financials,Banks,BBG000QRB7C0
ARE UN Equity,Alexandria Real Estate Equities Inc,Real Estate,Equity Real Estate Investment,BBG000BC3621
PACB UW Equity,Pacific Biosciences of California Inc,Health Care,Life Sciences Tools & Services,BBG001776SS6
GLUU UW Equity,Glu Mobile Inc,Communication Services,Entertainment,BBG000QLB4Q5
GLRE UW Equity,Greenlight Capital Re Ltd,Financials,Insurance,BBG000QSBRY0
WTRH UW Equity,Waitr Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Re,BBG00DDYTYJ6
CLFD UQ Equity,Clearfield Inc,Information Technology,Communications Equipment,BBG000BC37T0
CNK UN Equity,Cinemark Holdings Inc,Communication Services,Entertainment,BBG000QDVT13
CAI UN Equity,CAI International Inc,Industrials,Trading Companies & Distributo,BBG000MGPLW0
REI UA Equity,Ring Energy Inc,Energy,"Oil, Gas & Consumable Fuels",BBG000GXN2M5
WAAS UN Equity,AquaVenture Holdings Ltd,Utilities,Water Utilities,BBG00B3R0XV5
CHGG UN Equity,Chegg Inc,Consumer Discretionary,Diversified Consumer Services,BBG00540PJ22
COUP UW Equity,Coupa Software Inc,Information Technology,Software,BBG00DS5D1B0
TNAV UW Equity,Telenav Inc,Information Technology,Software,BBG000PSM1N8
EROS UN Equity,Eros International PLC,Communication Services,Entertainment,BBG000VRD4H4
ESSA UW Equity,ESSA Bancorp Inc,Financials,Thrifts & Mortgage Finance,BBG000R3Q2V6
PRO UN Equity,PROS Holdings Inc,Information Technology,Software,BBG000R435J6
CHAP UN Equity,Chaparral Energy Inc,Energy,"Oil, Gas & Consumable Fuels",BBG00GQKB1P9
KAR UN Equity,KAR Auction Services Inc,Industrials,Commercial Services & Supplies,BBG000VZHMK8
LFVN UR Equity,Lifevantage Corp,Consumer Staples,Personal Products,BBG000CDJPN6
BATRA UW Equity,Liberty Media Corp-Liberty Braves,Communication Services,Entertainment,BBG00BFHD1Z6
BATRK UW Equity,Liberty Media Corp-Liberty Braves,Communication Services,Entertainment,BBG00BFHD6B1
LSXMA UW Equity,Liberty Media Corp-Liberty SiriusXM,Communication Services,Media,BBG00BFHD8N4
LSXMK UW Equity,Liberty Media Corp-Liberty SiriusXM,Communication Services,Media,BBG00BFHDBC9
TSLA UW Equity,Tesla Inc,Consumer Discretionary,Automobiles,BBG000N9P426
ECHO UW Equity,Echo Global Logistics Inc,Industrials,Air Freight & Logistics,BBG000RFPJF1
CVI UN Equity,CVR Energy Inc,Energy,"Oil, Gas & Consumable Fuels",BBG000QHVBB2
PZN UN Equity,Pzena Investment Management Inc,Financials,Capital Markets,BBG000RGW7X7
SSNC UW Equity,SS&C Technologies Holdings Inc,Information Technology,Software,BBG000RJ2QV4
FWONA UW Equity,Liberty Media Corp-Liberty Formula One,Communication Services,Entertainment,BBG00BFHDDD4
FWONK UW Equity,Liberty Media Corp-Liberty Formula One,Communication Services,Entertainment,BBG00BFHDG92
